category,total_volume,market_count
KXQUANTUM,6366.0,4
GOVPARTYMO,6363.0,4
KXHLS,6362.0,1
KXVOTEHUBVANCEAPPROVE,6350.0,8
KXJUULFLAVOR,6347.0,14
HURHAT,6342.0,5
KXSPOTIFYSONGSONMYMIND,6340.0,15
KXAMAFFCA,6334.0,6
KXTIMEDECADE20S,6320.0,5
KXSPOTIFYALBUMRELEASEDATEBABYBOI,6320.0,1
KXALBUMSALESSHEERAN,6303.0,19
KXVMAVIDEOFORGOOD,6293.0,7
KX1SONGBADBUNNY,6284.0,1
KXNFLEXACTWINSBAL,6277.0,18
KXUNIPRESIDENTS,6271.0,3
KXNJDRONES,6270.0,1
KXMUSKINJ,6267.0,1
KXMCHADESII,6264.0,10
KXSTARLINKFAA,6249.0,1
KXETHEU,6249.0,1
SENATEMS,6243.0,4
KXTOPALBUMBYALEXWARREN,6225.0,1
KXOHDISTRICTS,6224.0,1
KXNEWSOMGUEST,6210.0,13
KXRAINDENM,6206.0,4
NEPA,6190.0,1
KXVIEWMENTION,6186.0,10
KXPOLLMARGINPVV5,6186.0,1
TOPALBUMUSHER,6183.0,1
KXVETOTXHEMP,6183.0,1
KXIPOSPACEX,6117.0,22
KXCEOMRNA,6111.0,1
KXSPOTIFY2BILLION,6099.0,27
KXKXSENATEIAD,6087.0,4
KXNWSL,6072.0,2
KXUFCHEAVYWEIGHTTITLE,6065.0,8
KXFIRSTGTABTC,6060.0,1
KXTOPSONGRECORDLUTHER,6055.0,8
KXCAEDRELVIEWERS,6024.0,1
KXVENICEFILMFESTIVALGRANDJURY,6023.0,22
KXGGGNOMMCOMTVACTR,6019.0,10
KXEGGPRICEW,6017.0,2
KXRECHEALTHCARE,6013.0,4
KXDOGEMAXM,6009.0,5
HIGHUS,5999.0,180
KXNFLEXACTWINSNYJ,5998.0,18
HOUSEFL23,5990.0,2
KXVMAPOP,5988.0,7
KXCALGARYCENTRE,5980.0,6
KXNBACUPMVP,5975.0,71
KXMCMAFIATHEOLDCOUNTRY,5971.0,6
KXTESLAFACTORY,5955.0,1
KXFUNDINGBILLS,5951.0,5
KXNOMPATELCOM,5951.0,1
KXMVENBAMULTIGAMEEXTENDED,5942.0,219
KXSWISSREF,5936.0,2
KXLINKMINY,5928.0,4
KXTOPSONGTHIRDUSA,5924.0,14
SPRMIN,5920.0,1
KXNEXTHUNGARYPM,5917.0,2
KXAMAFPA,5899.0,6
KXFANSHAWE,5859.0,6
KXGROKMACOS,5856.0,1
KXCDASEATS,5855.0,5
KXEURUSDMIN,5853.0,2
KXLIVENATIONUS,5844.0,1
KXCBDECISIONCHINA,5831.0,5
KXRANKLISTSONGJINGLEBELLROCK,5810.0,1
KXPOPEATTEND,5808.0,1
KXRTTVPOKERFACE,5803.0,8
KXRTMARTYSUPREME,5799.0,13
KXTOKENLAUNCHINFINEX,5795.0,1
OPENAISUIT,5782.0,1
KXCOUNTRYSTARLINK,5780.0,7
KXNEWOUTBREAKPMPOX,5772.0,1
KXMACCELL,5772.0,1
KXNEWOUTBREAKPMEASLES,5770.0,1
GOVBALL,5763.0,1
KXTEAMSINSC,5762.0,56
CMEATBANTIME,5760.0,1
FIRERANKHARVARD,5758.0,1
KXSUMMERHOUSEATTEND,5758.0,9
KXANONYMOUSDONOR,5757.0,1
KXUSAMBTURKEY,5751.0,5
KXTROIS,5743.0,6
KXUSDHVOTE,5742.0,9
KX1SONGMEGANTHEESTALLION,5734.0,1
FEDFACILITY,5734.0,1
BRAINARD,5723.0,1
KXAPPWLFI,5713.0,1
KXMCEASFC26,5705.0,10
KXAWARDSCMAVDOTY,5693.0,6
KXNHLVEZINA,5691.0,30
PCECORE,5684.0,24
KXRECOGROC,5668.0,1
KXAMANAOTY,5665.0,7
KXTESLAENERGYBY,5665.0,4
KXCRITICSCOMEDY,5664.0,14
KXKXTOP10BILLBOARDDC,5645.0,10
KXIPHONEASSEMBLE,5637.0,1
KXLILWAYNE,5634.0,1
KXGOVWINOMD,5626.0,10
KXAVAXMINY,5622.0,3
KXACMASWOTY,5609.0,6
HOUSEVA11S,5608.0,2
GOVPARTYUT,5602.0,4
KXTRUMP60MINUTES,5592.0,1
KXSNSBTC,5579.0,1
KXNATLEMERGENCYHOUSING,5576.0,1
KXALBUMSALESKPOPDH,5564.0,12
KXMCELDENRINGNIGHTREIGN,5546.0,6
KXDRONESDOWN,5526.0,1
KXOAIMUSKSETTLE,5526.0,1
HOUSEIN1,5523.0,2
KXIPODEEL,5519.0,22
KXTRUMPCANBAN,5515.0,1
KXCONGRESSTARIFFCOUNT,5493.0,15
KXCOACHELLARELEASE,5483.0,2
KXIMPEACHBOASBERG,5474.0,1
KXVMACOUNTRY,5473.0,7
KXCHILEROUNDONESECOND,5464.0,8
KXTWITCHSUBSFAZELACY,5461.0,1
KXCEOTWITCH,5459.0,1
KXPEPFAR,5454.0,1
KXTHRASHERMAGSOTY,5453.0,8
KXSPOTIFYALBUMRELEASEDATEYOUNGTHUG,5438.0,1
KXALBUMRELEASEDATENBAYOUNGBOY,5419.0,1
HOUSEOH13,5419.0,2
KXACMADOTY,5398.0,6
KXDANAWHITEFB,5375.0,1
KXLEASTSTREAMEDWICKED,5372.0,11
KXMEDIADPNOONKICKOFF,5370.0,1
KXEONIL,5365.0,1
KXPRESTALKXI,5359.0,3
KXEUROVISIONHOST,5357.0,5
OSCARCOSTUME,5354.0,5
KXSKSECOND,5351.0,3
KXACADIE,5339.0,6
KXWAYMOCITYLV,5334.0,1
KXAGENCYCUTS,5323.0,5
SOFIMEMBERS,5311.0,13
SECHOMELAND,5311.0,1
KXNBAEFINMVP,5308.0,47
KXSILVERAPPROVE,5301.0,6
KXNFLDEPTHPOSITIONCLEQB2,5281.0,3
KXKY4R,5280.0,3
KXNGASMIN,5271.0,3
KXSENATEMAD,5267.0,4
KXPALNYT,5253.0,1
KXMEDIACONSUMPTIONTSWIFTIG,5244.0,5
IVYFUNDING,5241.0,1
KXESPYNHL,5238.0,5
KXMAMMAMIA3,5218.0,1
KXTRADEDEALPRC,5215.0,1
KXACQUIREHAPPYDAD,5211.0,1
KXNFLEXACTWINSKC,5200.0,18
KXFANATICSGAMESTHIRDPLACE,5196.0,51
KXSPOTIFYSONGSOUTSIDE,5193.0,12
KXAMAFFHHA,5168.0,6
KXFIFAPEACE,5158.0,5
KXNCAAMPAC12,5134.0,16
KXBOOKAWARDSPOETRY,5132.0,11
KXNEXTTEAMMLB,5131.0,61
KXNEXTDEF,5128.0,16
KXSPOTIFYSONGSFAMEISAGUN,5127.0,16
VANRATEWC,5121.0,8
KXPORTMOODY,5115.0,6
KXNEWOUTBREAKPHEICMEASLES,5110.0,1
KXSPOTIFYSONGSMANOFTHEYEAR,5109.0,18
KXNEXTVULCAN,5095.0,3
KXUSAMBISRAEL,5088.0,5
KXNEXTLDPLEADER,5080.0,7
KXSELLTWINS,5076.0,3
KXTARIFFRATEJP,5075.0,1
KXDEPUTYDODCONF,5074.0,1
KXKOSA,5058.0,1
GOVPARTYFL,5057.0,2
KXARGENTINAHOUSETHIRD,5056.0,4
GOVPARTYME,5052.0,2
KX1SONGLILWAYNE,5047.0,1
KXTPALBUMMILEYCYRUS,5033.0,1
KXPERTUSSIS,5030.0,7
MCBLACKOPS6,5019.0,6
KXPHANTOMREV,5017.0,1
KXPRICEINCREASESWITCH2,5009.0,1
KXCOACHOUTDALWINGS,5007.0,1
KXSENATEEPSTEINH,5000.0,9
KXFDVPLASMA,4983.0,4
KXANIMEBIA,4982.0,7
KXWCCODWARZONE,4981.0,21
KXBANKRUPTSY,4962.0,3
KXNEXTLAUNCHSMALL,4957.0,5
GRAMMYCOUNTSZA,4948.0,10
KXBETSWOTYA,4938.0,10
KXGOVAKPRIMARY,4918.0,8
KXFREEBUSES,4915.0,1
KXDOGESELL,4910.0,1
KXPRESENDORSEMUSKD,4905.0,1
MICHTEMP,4890.0,3
KXTRUMPPOW,4887.0,1
BTCETHATH,4876.0,1
KXAWARDSCOUNTWHI,4866.0,23
KXKPOPDH2,4863.0,1
KXEUEXITCOUNTRY,4856.0,6
KXJOLTS,4855.0,8
KXREVETH,4852.0,3
KXMARINEDEP,4843.0,1
KXNVIDIARASGONQ,4838.0,1
KXNEWPOPE,4838.0,12
KXMEDIACOVERMLBTHESHOW,4836.0,15
KXLEASTSTREAMEDKC,4829.0,22
KXOPENDEEP,4829.0,1
KXDJTCNN,4818.0,1
KXAAPLUSDC,4810.0,1
KXSEC230,4789.0,1
GRAMMYCOUNTSWIFT,4787.0,7
KXWNBAROTY,4787.0,7
KXWORDNYTTARIFF,4785.0,1
KXRTTVDUSTER,4779.0,6
KXBETVCA,4770.0,9
GOVPARTYNM,4768.0,2
NOBELLIT,4757.0,5
KXSCHENGEN,4753.0,3
KXKITCHENER,4752.0,6
KXJULY4VIDEO,4749.0,1
KXCONGRESSTARIFFPASS,4743.0,2
KXBBARTIST,4736.0,5
KXMOSTSTREAMEDJACKBOY2,4729.0,17
GOVPARTYVT,4708.0,4
KXBOOKAWARDSYPLIT,4702.0,11
KXCLUBWCGG,4687.0,4
KXTOPSONGRECORDGOLDEN,4684.0,7
KXSWENCOUNTERS,4683.0,32
KXSOCCERPLAYCRON,4677.0,1
KXCARNEYHALIFAX,4674.0,1
KXANIMEBAS,4671.0,7
KXSPOTIFYSONGSTWHF,4665.0,10
KXCHINAUNRUBIO,4634.0,1
KXMAMDANIGRACIE,4620.0,1
KXBTCHALF,4614.0,4
KXHOUSEUT03,4603.0,2
KXGRAMMYNOMCOUNTBB,4596.0,4
KXSCHEDULEFSUIT,4584.0,1
KXGOVWINOMR,4579.0,6
AAAGASMAXCA,4576.0,4
EMMYCACTO,4557.0,5
HURSAV,4556.0,10
KXALBUMSALESWICKED,4546.0,9
KXCRYPTOEO,4544.0,1
KXAMODEIMENTION,4536.0,12
KXESLPROS1,4535.0,16
KXWINDSORWEST,4535.0,6
KXSANCTIONSVEN,4520.0,1
KXEXPELL,4519.0,1
KXFERT,4519.0,7
KXAOMENSINGLES,4511.0,9
GOVPARTYCT,4499.0,2
KXNYFWATTEND,4496.0,7
KXSENMAJLEAVE,4495.0,1
KXBETBMHHA,4494.0,10
KXSENATELAR,4489.0,4
KXPERMIT,4487.0,1
KXTRUMPVISITISRAEL,4487.0,1
KXDEBTBRAKE,4481.0,1
BAFTAACTO,4456.0,6
KXTHEVOICE,4454.0,26
KXACMAVMOTY,4451.0,6
GVG,4450.0,1
BILLBOARDPEAKGLB,4449.0,7
1SONGMACKLEMORE,4442.0,1
KXNIAGARASOUTH,4441.0,6
KXUSTESTSREADING,4437.0,3
KXUSDMEXMAX,4436.0,6
KXTARIFFSGLOBAL,4430.0,1
KXBRENNANCHARGE,4423.0,1
KXSHORTPOSITIONACKMAN,4417.0,1
KXMEDICAIDCUTS,4416.0,5
HOUSENV3,4415.0,2
KXNHLADAMS,4404.0,32
KXOAIMUSKSUIT,4401.0,1
KXAMAFKPA,4398.0,6
KXTRAVELBANEND,4386.0,1
KXPRIVACYUPDATENYT,4380.0,1
KX1SONGMILEYCYRUS,4379.0,1
ORDDLY,4376.0,3
KXU3MAX,4372.0,10
KXGUYANAPRES,4362.0,3
KXVALPLPHIL,4359.0,2
KXRECOGSOMALI,4345.0,1
KXLOUDOUNMOVVAGOV,4334.0,8
KXENGAGEMENTDRAKEBOBBY,4328.0,1
KXTOPALBUMRECORDSWAG2,4319.0,5
KXDRAGONISS,4319.0,1
KXMISSUSA,4309.0,51
KXWARMING,4301.0,1
KXMLBTRADE,4295.0,2
KXINXMINW,4293.0,5
KXLUCASFILM,4286.0,6
KXJOINXAI,4282.0,7
USDX,4277.0,4
KXDIRECTORBATMAN2,4266.0,1
KXCITITOKEN,4254.0,1
NYCDEBITS,4252.0,1
KXCONCEALEDRECIPROCITY,4251.0,1
KXTARIFFNORWAY,4248.0,1
KXAMAFRA,4235.0,6
KXEUROVISIONPARTICIPANTS,4229.0,14
KXDCFUNDINGH,4227.0,3
VONCUK,4220.0,1
KXNFLEXACTWINSDAL,4211.0,18
KXUFCFEATHERWEIGHTTITLE,4209.0,8
KXGROK2OS,4205.0,1
KXARIMPEACH,4199.0,1
KXNFLEXACTWINSMIN,4195.0,18
KXVALORANTMASTERSFINALS,4192.0,3
KXSPOTIFYSONGSWHICHONE,4187.0,11
KXADVOCATEBECERRA,4186.0,1
TOPALBUMBYDONTOLIVER,4178.0,1
KXHEADSTART,4174.0,1
KXAMAFMCA,4164.0,6
KXMCGREGORFIGHTNEXT,4153.0,13
KXBETBFRNBPA,4152.0,9
KXPVVSEATS,4150.0,6
KXANIMEBF,4147.0,7
KXUKLABOURDEPUTY,4144.0,2
SENATEHI,4144.0,2
KXVMAROCK,4138.0,7
CREDITC,4121.0,6
KXAISTREAMSERIES,4116.0,8
KXDOGSHOWMENTION,4115.0,14
KXPGASOLHEIM,4101.0,3
KXHARTMENTION,4101.0,11
KXCHIMAYORLEAVE,4098.0,1
KXGDPSHAREMANU,4083.0,1
KXOAISCREEN,4077.0,1
KXTOP10BILLBOARDSPOTSED,4077.0,10
KXRBADECISION,4070.0,7
KXSPOTIFYSONGSSHAPESHIFTER,4069.0,15
KXNYCMINWAGE,4047.0,1
KXTRUMPBBC,4045.0,1
KXSTARSHIPCREW,4037.0,1
KXCR,4037.0,26
KXUCLTOP,4035.0,36
KXSPOTIFYSONGSAMERICANHEART,4029.0,22
KXSTUDENTBAN,4023.0,1
BAFTAASPLAY,4018.0,5
KXMCTONYHAWKPROSKATERTHREEFOUR,4009.0,6
KXAFDBANREQUEST,4007.0,1
KXRANKEDLISTTEAMW,3998.0,1
KXLEASTSTREAMEDMW,3995.0,37
KXAFRICAF1,3993.0,1
SENATENES,3985.0,2
KXNEXTSPEAKER,3983.0,3
KXTX28D,3983.0,2
KXGERPOLLAFD,3975.0,1
KXLAPRAIRIE,3969.0,6
KXSPORTSOWNERLBJ,3967.0,1
KXSPOTIFYSONGSLOVESONG,3965.0,10
KXFEATURETYLERTHECREATOR,3963.0,16
KXWAYMOLEAVELA,3963.0,1
ANIMEAOTY,3961.0,6
KXSUETEADATE,3961.0,1
HFHOUSING,3953.0,1
KXTOPALBUMBYLILTECCA,3941.0,1
KXVMAALBUM,3939.0,7
KXSOLTXCOUNT,3933.0,4
KXSTABLETOTAL,3932.0,2
KXALCATRAZ,3928.0,1
KXTERMLIMITS,3918.0,1
KXSPOTIFYSONGSBLOODLINE,3911.0,13
HOUSENJ9,3905.0,2
KXPRESLEAVEBR,3902.0,1
KXH1BREPEAL,3895.0,1
KXAMAFMV,3893.0,6
KXGOVOKNOMR,3891.0,6
KXVMALATIN,3885.0,7
KXSTOCKXSUPREMEBOXLOGO,3883.0,4
KXSPOTIFYVIRALD,3875.0,512
KXSONICS,3872.0,1
TOPALBUMBYICESPICE,3871.0,1
KXTOKENLAUNCHABSTRACT,3868.0,1
KXBABYNAMEBOY,3865.0,10
GOVPARTYTX,3863.0,2
KXACMANMAOTY,3861.0,6
KXBANXNUBCAT,3861.0,1
KXSPOTIFYSONGSEASYLOVER,3860.0,14
GLACIER,3859.0,1
KXSTOCKX11GAMMABLUE,3858.0,4
KXMACRONOWENSLONG,3850.0,1
KXAMAFCS,3847.0,6
KXSFFASUIT,3843.0,1
ONRRP,3842.0,1
DOTPLOT,3838.0,3
KXAMAFRNBA,3836.0,6
KXSPOTIFYSONGSSUBWAY,3836.0,20
KXINXEU,3827.0,1
KXRANKLISTSONGDEFYGRAV,3821.0,1
KXLOSEREELECTIONRSEN,3807.0,6
KXCANRESIGNCOUNT,3806.0,7
KXHOUSEUT02,3806.0,2
KXPROFILECHANGEMUSK,3804.0,1
KXSINNERSIMAX,3795.0,1
KXBRAWLSTARS,3795.0,16
KXGA14S,3783.0,22
KXMWWHATIWANT,3771.0,33
GNSOUR,3768.0,1
GMECEOCHANGE,3767.0,1
KXAFRICALEADEROUT,3758.0,10
KXNWEST,3753.0,1
KXPOST,3743.0,1
KXMTRUSHMORE,3740.0,1
KXEFLCUP,3740.0,16
KXCRITICSDRAMAACTR,3736.0,11
KXVMABPA,3726.0,8
KXPOPEVANCE,3724.0,1
KXA10REG,3723.0,14
KXAMAFMHHA,3723.0,6
KXLEAVETISCH,3707.0,1
KXOVERWATCH,3699.0,12
KXOTHERLAUNCH,3696.0,3
KXBABYNAMEGIRL,3696.0,10
KXVMABCOLLAB,3690.0,7
KXSPOTIFYSONGSHAMMER,3684.0,20
KXNYCHECKS,3681.0,1
KXMCDOOMTHEDARKAGES,3678.0,6
KXDELAWAREINCORP,3677.0,5
KXSBADAPPEARANCES,3676.0,3
KXMCBLADESOFFIRE,3673.0,6
KXSPOTIFYSONGSVICTORYLAP,3672.0,15
KXUSAF1,3668.0,1
GRAMBRS,3663.0,5
KXPERFORMVS,3661.0,14
KXUSAMBCHINA,3661.0,5
SAGAWARDSUPACTO,3658.0,5
COSTCOMEMBER,3645.0,1
KXHUNGARYPARLI,3643.0,2
KXELECTIONMOVMIAMI,3640.0,7
KXACMAMEOTY,3639.0,6
KXWEISSENHAUS,3636.0,4
KXMOLDOVAPRES,3629.0,7
KXTOPALBUMBYTAMEIMPALA,3624.0,1
KXUHC2,3621.0,1
KXVOTEPERCENTANO,3620.0,7
KXIRACUTS,3619.0,4
KXUSAMBCANADA,3615.0,5
KXROLLINGLOUD,3614.0,8
KXRELEASEYMWMELLY,3612.0,1
KXFRANCEAMB,3611.0,1
KXMCMORTALKOMBAT,3608.0,6
KXTN7R,3606.0,16
KXAVGTARIFF,3600.0,6
KXSTRMRGOTY,3587.0,6
KXTOURJOJI,3586.0,1
KXSOLTPS,3584.0,5
KXECADVANTAGE,3584.0,2
KXLOSEBARCA,3583.0,9
KXACQUIREREALMADRID,3583.0,4
AVGTEMP,3583.0,14
NEWFLU,3579.0,2
KXJOHNNYDEPP,3576.0,1
KX1SONGMORGANWALLEN,3574.0,1
KXVENICEFILMFESTIVALSPECIALJURY,3570.0,22
KXXINDIA,3568.0,1
KXSPOTIFY4BILLION,3568.0,9
KXDCFUNDING,3550.0,3
WEIGHTDRUGS,3536.0,3
KXDISTANCE3IATLAS,3534.0,3
KXVALGCSEOUL,3531.0,10
KXMILLENNIUM,3530.0,1
KXCANCARBON,3506.0,1
KXFIELDS,3504.0,10
KXWITHDRAW,3504.0,10
KXSPORTSIGNPEREZ,3501.0,1
KXCALGARYSKYVIEW,3493.0,6
KXMAYORPITT,3487.0,2
KXTOPALBUMBYZEDD,3475.0,1
KXBERNIEENDORSE,3469.0,4
KXBILLBOARDALBUMSWAG2,3459.0,1
KXFIRSTEPSTEINGTA,3454.0,1
KXUFCLIGHTWEIGHTTITLE,3454.0,8
KXVALPLIND,3444.0,4
KXTOPSONGRECORDLORDE,3438.0,10
HURJACKFL,3438.0,10
KXNBATEAM,3432.0,1
HOUSEVA1,3428.0,2
KXMAYORCHI,3418.0,3
KXGOVKSNOMR,3416.0,6
KXSENATEALR,3414.0,7
KX1SONGFUTURE,3414.0,1
KXMUNIBONDTAX,3413.0,1
KXGRAMBLJA,3409.0,6
EUEXPANSION,3407.0,1
KXVMAAFROBEATS,3393.0,8
SOFR,3391.0,1
SOTW,3390.0,3
KXCZECHPARTY,3389.0,8
KXISRAELKNESSET,3384.0,4
KXSPOTIFYSONGSDAISIES,3375.0,21
KXGULFOFAMERICA,3374.0,2
KXLANGLEY,3360.0,6
KXTURKEYAMB,3358.0,2
KXWHBRIEFINGEY,3357.0,1
KX1SONGFRANKOCEAN,3356.0,1
KXMEDIANRENTMIA,3356.0,5
KXMTMCK,3355.0,1
KXMAYORCHAR,3345.0,2
KXAMAFST,3343.0,6
KXUEFASUPERCUP,3339.0,2
KXSHOWENDHAUNTEDHOTEL,3338.0,1
KXAWARDSCOUNTPEN,3336.0,24
KXNFLEXACTWINSWAS,3332.0,18
KXDAILYSHOW,3331.0,6
KXCLOSEHORMUZ,3331.0,1
KXAIPAUSE,3327.0,1
KXUSAMBMEXICO,3326.0,5
KXNEWROLEOPENDOOR,3325.0,1
KXBOOKAWARDSNONF,3316.0,11
GOVPARTYCO,3296.0,2
KXUEL16VIKFTC,3293.0,2
BAFTASUPACTR,3292.0,6
CPICN,3287.0,3
KXHONDURASCONGRESS,3284.0,4
SENATEVT,3280.0,2
KXNFLEXACTWINSCHI,3278.0,18
KXTRAVISKELCEWEDDING,3273.0,6
KXDANGROSSMETA,3269.0,1
KXACMAASWOTY,3269.0,6
KXENDOWMENTRATE,3267.0,6
KXVMALONGFORMVIDEO,3265.0,7
KXLEAVELECORNU,3262.0,2
KXTOPARTISTUSA,3262.0,9
KXFEATUREYE,3262.0,10
KXMALAWI1ROUND,3256.0,1
KXTRUMPNEC,3253.0,3
KXEUROVISIONISRAELBAN,3236.0,1
KXNFLEXACTWINSPIT,3232.0,18
KXWCUPSONG,3232.0,9
KXLEAVEPULTE,3228.0,1
KXUSDBRLMAX,3213.0,6
CHILDS,3207.0,1
KXICEMASK,3205.0,1
KXTOPALBUMMORGANWALLEN,3202.0,1
KXARGENTINAPRES,3194.0,5
KXNJGA,3193.0,2
KXSCOTUSMARIJUANAGUN,3193.0,1
KXCHOVYMVPWF,3190.0,1
KXDURATIONBEASTWATER,3187.0,5
KXNEXTSTATE,3182.0,5
KXSENATEMER,3179.0,2
KXKIMKBAREXAM,3174.0,1
KX1SONGPOSTMALONE,3168.0,1
KXMAYORWORCESTER,3166.0,2
KXHOUSEVA10,3158.0,2
KXDEMORAESIMPEACH,3154.0,1
KXEWCAPEXLEGENDS,3152.0,40
KXTX18SPECIAL,3151.0,6
KXLCKAHRIPICK,3145.0,1
KXDECLAREPRESFIRSTD,3143.0,10
KXFDVWLFI,3139.0,1
MCHELLBLADE2,3137.0,4
KXACMAGOTY,3134.0,6
KXPRESLEAVETUR,3133.0,1
KXJOINBARSTOOL,3132.0,1
KXCONGRESSEXPELSCHIFF,3132.0,1
KXWICOURT,3121.0,3
SAGAWARDSUPACTR,3113.0,5
KXNYCCOUNCIL8,3113.0,6
KXNYCCOUNCIL2,3108.0,5
KXXLMMINY,3105.0,4
BILLBOARDPEAKUS,3094.0,8
KXCLOVERDALE,3093.0,6
KXSOLICITORGENERAL,3073.0,5
KXJOINKARPATHY,3073.0,3
KXCPIYOYBANK,3071.0,3
KXGTEDEPLOYMEGAETHDAY1,3066.0,1
TOPALBUMBYMEGAN,3063.0,1
KXLATINGRAMMYSOTY,3062.0,11
USDTWDMAX,3044.0,3
BOARD,3035.0,1
KXLATINGRAMMYAOTY,3025.0,12
EMERGENCYLA,3022.0,1
KXDIDDYTRIALATTEND,3020.0,9
KXMUSKFEUDCOORD,3017.0,1
KXTPSMYANMAR,3000.0,1
KXINXE,2987.0,15
KXAMBMALAY,2978.0,3
KXUNDOTARIFFVOTE,2978.0,20
KXCRYPTOEXEMP,2973.0,1
KXENDORSEBERNIEZOHRAN,2970.0,1
KXLOSEREELECTIONDSEN,2968.0,6
KXNYCCOUNCIL39,2965.0,2
KXLIGUE1,2961.0,18
NGASMIN,2957.0,4
KXMCGHOSTOFYOTEI,2953.0,10
VANRATESE,2952.0,8
KXUSMCA,2947.0,1
GOVPARTYOR,2946.0,2
KXGRAMBPRNBA,2941.0,6
KXBOEGOLD,2941.0,1
HOUSETX15,2934.0,2
KXENGLANDDOCTORSTRIKE,2934.0,1
KXMEDIANRENTCHI,2933.0,5
KXTAFTHARTLEY,2929.0,1
KXELONSPACE,2928.0,1
KXDEFENSESPEND,2924.0,5
KXJUDGECOUNT,2921.0,12
KXBETBC,2915.0,10
KXEARNINGSMENTIONGME,2914.0,15
KXNOAALICENSE,2910.0,1
KXMALAWIASSEMBLY,2903.0,5
KXSPOTIFYSONGSCHAINSANDWHIPS,2897.0,11
KXBETHER,2893.0,9
KXNFLHIRECOACH,2892.0,6
KXBETBACT,2887.0,11
KXNORWAYRED,2885.0,5
KXJOINEKITIKE,2878.0,2
KXPOLIOWITHDRAW,2873.0,1
KXANIMEBNS,2864.0,7
KXUKRAINE,2864.0,1
KXHOUSETX32,2860.0,2
KXVENICEFILMFESTIVALSCREENPLAY,2859.0,22
KXWNBA7FIGS,2857.0,1
KXOAIDAMAGE,2857.0,1
KXIMPOUNDAUTH,2855.0,1
KXTOPSELLERS,2851.0,45
KXSPORTSIGNINSPIRED,2846.0,1
KXGREENLANDPARTY,2830.0,5
KXAMAFRALB,2823.0,6
KXPERFORMBONDSONG,2819.0,19
KXBRAINLIVE,2815.0,1
KXNFLEXACTWINSHOU,2800.0,18
KXBETBIA,2798.0,12
BRAZILXBAN,2793.0,1
KXPIPELINECEASETURKBLUE,2776.0,1
KXANIMEBCS,2776.0,7
KXNYVOTING,2769.0,1
KXEWCRB6,2763.0,12
KXSPOTIFYSONGSALLNIGHT,2736.0,16
KXBBGMAYOR,2727.0,1
INDIACLIMATE,2719.0,1
KXBOLIBRARYOPEN,2714.0,3
KXNHLCENTRAL,2711.0,8
HOUSEWI3,2708.0,2
KXRECAPGAINS,2702.0,1
NETCHOICE,2701.0,1
KXMWCRAZYEYES,2700.0,20
KXAPPRANKUTILITIES,2700.0,1
KXFEDWIKI,2688.0,1
KXCOMMENTTRUMP,2685.0,1
KXSTABLEYIELDNOTION,2678.0,1
KXNHLMETROPOLITAN,2675.0,8
KXCARRIED,2672.0,1
KXBANBLUESKYVANCE,2647.0,1
ARGSTRIKE,2646.0,1
KXSPOTIFYSONGSPARACHUTE,2640.0,14
KXIPOSTARLINK,2639.0,22
KXBOLSONAROLEAVE,2634.0,1
KXMCNINJAGAIDEN4,2634.0,8
KXLALIGABTTS,2631.0,11
KXMICHELINSEA,2627.0,1
KXUSIL,2625.0,1
KXBALDONILIVELY,2624.0,2
KXRVO,2621.0,1
KXFANATICSGAMESSECONDPLACE,2611.0,51
KXVOTEPERCENTSTAN,2610.0,1
KXNEWOUTBREAKPHEICCOVID,2605.0,1
KXSPOTIFYSONGSEOS,2599.0,11
KXPORTERDROPOUT,2598.0,3
KXCONSENTCOLUMBIA,2597.0,1
KXBROADWAYEVITA,2597.0,1
EMERGENCYSF,2594.0,1
KXANIMEBA,2591.0,7
KXJOINDAVID,2586.0,10
KX250DOLLARBILL,2584.0,1
KXIPCGAZA,2580.0,1
KXBCHMINY,2577.0,5
KXNYCCOUNCIL4,2574.0,6
KXEDMONTONGRIESBACH,2574.0,6
KXROWING,2565.0,169
BAFTAFILM,2564.0,5
KXLETITIADISMISS,2555.0,1
KXO13MENSINGLES,2553.0,12
KXWAPOWHBAN,2550.0,1
LIZARRAGA,2544.0,1
KXOASIS,2542.0,1
KXDJTMSNBC,2542.0,1
KXGASBAN,2520.0,5
KXGOVNMNOMD,2516.0,4
HOUSEOH9,2515.0,2
KXEVERIFY,2512.0,1
SENATENM,2495.0,2
KXFULLTERMSKPRES,2493.0,1
TOPALBUMYEARI,2488.0,2
KXGA14R,2484.0,7
KXDJTWHDINNER,2477.0,1
KXNFLEXACTWINSLA,2464.0,18
KXFIFAADVANCE,2463.0,2
KXNEWCITY,2461.0,1
KXEWCTEAMFIGHTTACTICS,2445.0,16
KXGROENSEATS,2432.0,5
KXTRUMPPARDONFAMILY,2432.0,1
KXJUDGES,2423.0,1
KXNUMONESONGFOO,2421.0,11
KXKXTOPTENJUSTINBIEBER,2419.0,1
SPACEXLAND,2413.0,1
KXBARNESFELIX,2412.0,1
KXGER2ND,2405.0,6
KXBETVOTY,2401.0,9
KXVMAPPOTY,2401.0,13
KXVANCOUVEREAST,2400.0,6
KXRANKLISTASTER20,2399.0,1
TRDDEFCN,2393.0,3
HURWIL,2391.0,10
HOUSENV1,2389.0,2
KXAMAFTA,2379.0,6
ERCOTX,2373.0,2
KXHAMILTONCENTRE,2370.0,6
HOUSEAZ2,2369.0,2
