category,total_volume,market_count
KXPOILIEVRESEAT,102446.0,1
KXESPYUFC,102418.0,5
CORIVER,102394.0,17
KXTIKTOKSTORE,102300.0,4
FORB,102240.0,2
KXVPBREAKS,102049.0,11
KX1SONGCARDIB,102015.0,1
KXGGGNOMDRAMATV,101767.0,12
KXIPLFINAL,101521.0,10
KXVANCEINGRAHAM,100938.0,22
KXPERFORMGRAMMYS,100587.0,16
KXUFCMWEIGHT,100574.0,2
KXH1B,100326.0,1
KXRECALLBASS,99975.0,1
KXAISONG,99918.0,1
KXGERMANGOVT,99903.0,3
KXSEXYMAN,99586.0,15
KXTRUMPVISITSTATES,99584.0,5
KXTOPALBUMKANYE,99548.0,1
KXMANTISFREETHROWS,99361.0,19
KXRTROOFMAN,99318.0,9
BIGTECHLAYOFF,99174.0,9
KXEARNINGSMENTIONFDX,99074.0,43
KXERS,98775.0,1
KXOSCARNOMDOCU,98686.0,24
KXJPHOCSECOND,98669.0,9
KXGRAMMYCOUNTCHARLIXCX,98524.0,8
KXMIRANMENTION,98504.0,24
KXEARNINGSMENTIONSBUX,98503.0,14
KXVIOLENCEW,98356.0,18
KXARGINFLATIONM,98291.0,31
FLIGHTJFK,98216.0,142
KXMLBNLMOTY,97926.0,14
KXNBADRAFT3,97827.0,8
KXTAXWAIVE,97630.0,1
KXTIKTOKSCOTUS,97610.0,1
KXCRITICSFOREIGN,97595.0,11
KXTORONTOULTRACHAMPIONSHIP,97362.0,8
CAPGAIN,96786.0,5
KXNCAAMIVYLEAGUE,96706.0,8
KXTARIFFREFUND,96124.0,2
SENATENC,96054.0,4
KXGGMCOMFILMACTR,96040.0,28
TOP20,96021.0,16
KXMLBDIVWINNER,95893.0,6
KXINAUGSPEAK,95504.0,5
KXAGENCYELIM,95471.0,4
KXVACCINEW,95446.0,1
KXCALIDJT,94979.0,1
KXGDPUSMAX,94830.0,1
KXEXITPOLLWWOMEN,94824.0,1
KXTOPALBUMSPOTIFY,94638.0,10
POPVOTEKHME,94637.0,1
KXSCHUMEROUT,94474.0,1
KXSOTHLEAVE,93891.0,1
KXVACCINEREC,93830.0,1
KXDJTMUSK,93677.0,1
KXPRCBIRTHS,93476.0,1
INXM,93270.0,60
RTGHOSTBUSTERFE,92936.0,7
KXBANKRUPTS,92907.0,34
KXCONNSMYTHE,92894.0,10
KXRECOGPALESTINE,92887.0,9
KXTRUMPSCOTUSVOTE,92812.0,10
KXROGANMENTION,92753.0,30
KX3RDTERM,91997.0,1
KXTIKTOKEXTENSION,91817.0,1
KXTRUMPLATE,91662.0,32
KXFORMALNOMGABBARD,91654.0,1
SENATEMO,91641.0,4
KXBAFTAFILM,91599.0,12
KXFLIGHTORD,91576.0,20
KXNGUARDLEAVELA,91348.0,4
KXMUSKTRILLION,91175.0,5
TOPARTIST,91096.0,7
GASM,91052.0,10
KX1SONG,91028.0,1
KXOPENSOURCEOAI,90898.0,1
KXEARNINGSMENTIONABNB,90777.0,10
KXNCAAMBIGEAST,90731.0,12
KXEARNINGSMENTIONPEP,90708.0,10
KXPENNWIN,90252.0,1
KXEARNINGSMENTIONKO,90087.0,10
KXLEAVETULSIGABBARD,89821.0,1
KXBTCE,89689.0,14
KXDJTPARAMOUNT,89475.0,1
KXSCHUMERMENTION,89359.0,20
KXGGSCORE,89263.0,28
OSCARSUPACTR,89086.0,21
KXMAG7BTC,88797.0,1
KXINSURRECTION,88535.0,1
KXGRAMMYNOMBRA,88471.0,16
KXNEXTCAT5HURDATE,88340.0,3
KXALLVOTERFKJR,88293.0,1
KXFBUSTER,88258.0,2
KXEARNINGSMENTIONDKNG,87863.0,13
KXSPOTIFYTOP,87698.0,5
KXDEFAULT,87469.0,1
KXTOPSONGRECORDORDINARY,87467.0,6
KXSECREG,87200.0,16
KXGRAMMYCOUNTBEYONCE,87129.0,12
KXSPOTIFYSONGSJEALOUSTYPE,86939.0,9
KXKHCGRADS,86857.0,1
KXDJTLGBT,86788.0,1
KXMILSPEND,86781.0,1
KXRFKSHARE,86766.0,1
KXEARNINGSMENTIONPG,86616.0,13
KXCITIESWEATHER,86470.0,12445
KXMAYORNOLA,86267.0,4
KXOSCARMENTION,86161.0,32
SENATEME,86020.0,2
FLIGHTORD,85821.0,142
KXMARMADUNCSDS,85769.0,20
KXGGDIR,85750.0,29
ALBHAPPIER,85590.0,4
KXFFQBALLENMAHOMES,85483.0,2
KXNEXTUKPM,85393.0,18
KXSTARSHIP25,85369.0,1
CASELOW,85364.0,1
MEASLES,85066.0,12
KXSENATEGAR,85019.0,9
KXUSTR,84785.0,4
KXMOVVANJGOV,84698.0,2
KXNBAAST,84677.0,350
KXFORMALNOMRFK,84269.0,1
BILLBOARDPEAKHOUDINI,84214.0,4
TESLAOPTIMUS,84200.0,1
KXAOCMENTION,83999.0,24
SENATEGA,83902.0,4
KXOAIGOOGLE,83731.0,12
KXBBNEWARTIST,83684.0,5
NEWTAYLOR,83576.0,3
KXSPOTIFYSONG,83480.0,27
HOMEUS,83126.0,29
KXUHCPLEA,82683.0,1
KXSTOCKXLABUBUENERGY,82433.0,8
HOUSEFL1,82252.0,2
KXEARNINGSMENTIONNBIS,82223.0,10
KXAUSTINMAJOR,82088.0,8
KXREEVESMENTION,81877.0,12
KXELONDJTSAY,81820.0,1
MINNYC,81817.0,6
COLUMBPRESIDENT,81813.0,1
KXEARNINGSMENTIONAXP,81786.0,11
KXGGGNOMDRAMAFILMACTO,81739.0,16
KXEARNINGSMENTIONDAL,81709.0,13
KXRTANNIVERSARY,81678.0,8
KXNEWPOPECOUNTRY,81616.0,9
AAAGASW,81611.0,49
WRECSS,81477.0,5
BILLBOARDPEAKPPP,80854.0,8
PRESPARTYNE1,80829.0,2
BTCATH,80788.0,2
KXLUTNICKFTNMENTION,80446.0,20
KXXRPMAXATH,80373.0,1
KXTARIFFLENGTHMEX,80306.0,3
KXSPOTIFYSONGTAYLORSWIFT,80272.0,1
NGAS,80130.0,29
GDPUSMIN,79685.0,3
KXLPGATOUR,79584.0,60
KX2028RRUN,79422.0,28
RTWITCHERS4,79411.0,8
KXCANBQSEATS,78990.0,6
KXPOPEDJT,78927.0,1
RTVENOM3,78805.0,10
KXSPOTIFYALBUMTSWIFT,78714.0,12
KXSTARSHIPSPACE,78672.0,9
SORA,78660.0,3
KXCMEATBANUSA,78535.0,1
WTIMAX,78418.0,8
COSTCOHOTDOG,78364.0,4
PRESPARTYKY,78284.0,2
KXMAMDANISWEARING,78238.0,15
KXENDORSEADAMS,78203.0,5
KXARCTICICEMIN,78183.0,13
KXRAINLAXM,78142.0,4
KXENDORSECUOMOADAMS,78016.0,1
POPVOTEDJTOH,77219.0,1
KXSPOTIFYALBUMRELEASEDATEDRAKE,77092.0,4
KXEARNINGSMENTIONMU,77054.0,25
KXZELENSKYYMENTION,76904.0,32
KXSWEBENCH,76807.0,4
KXRECOGPERSONIRAN,76676.0,1
KXBAFTAOSPLAY,76537.0,12
FEDMEET,76423.0,2
KXGGGNOMLSERIES,76311.0,10
KXTOURDEFRANCE,76302.0,70
BOEINGCEOCHANGE,76291.0,1
KXTRUMPUFC,76257.0,1
KXINTERSTELLAR,76222.0,2
CPISHELTER,75980.0,60
KXSTARTCLEBROWNS,75940.0,7
KXSENATEMID,75833.0,18
KXPARDONSTRUMP,75799.0,11
SWITCH2,75616.0,1
KXTOPALBUMSPOTIFYRUNNERUP,75444.0,10
KXFOREIGNAID,75168.0,1
KXFED,75121.0,142
KXEARNINGSMENTIONUAL,74961.0,13
DONDA,74939.0,7
KXSPOTIFYGNX,74821.0,7
KXFEDEND,74815.0,2
KXROMANIATOP,74784.0,7
KXUCLTOTAL,74481.0,108
GOOGLECEOCHANGE,74291.0,1
KXEMMYTSERIES,74239.0,4
KXMAHERMENTION,74107.0,22
KXUHCEXTRA,73837.0,2
KXBAFTAACTR,73812.0,12
KXDJTLANDRY,73651.0,24
PRESPARTYME1,73490.0,2
KXGGGNOMAFILM,73444.0,15
KXEARNINGSMENTIONHIMS,73175.0,13
KXEARNINGSMENTIONCAVA,73116.0,12
KXVOTEMCMAHON,73113.0,11
KXEMMYDSACTR,73099.0,14
HOUSEME2,73047.0,4
KXBTCRESERVESTATES,73011.0,11
KXDJTPAWIN,73010.0,1
NETFLIXSUBS,72855.0,12
KXGGGNOMSCORE,72718.0,16
OPENAICEO,72692.0,4
RTREAGAN,72470.0,12
KXAIRLINEZYN,72401.0,11
KXF1CONSTRUCTORS,72316.0,10
KXSENATEFLR,72154.0,10
KXFLIGHTJFK,71934.0,20
KXNEWGLENN,71911.0,2
KXTRUMPSAYSCAM,71876.0,1
KXSENSYRIA,71459.0,1
KXELECTIONGACALL,71247.0,1
KXEMMYCSACTR,70970.0,11
KXGROK3TOPLLMCHANGE,70849.0,2
KXGGSCREEN,70829.0,27
KXTSWIFTDOC,70742.0,1
KXRTSARAHSOIL,70654.0,11
KXOAIPLATEAU,70549.0,1
KXTARIFFREVENUE,70544.0,4
KXDJTPOSTMUSK,70516.0,2
KXPPLGAMES,70501.0,30
KXSUPPORTPARTYMUSKD,70385.0,1
KXOBERGEFELL,70348.0,1
KXVONCCAN,70134.0,1
KXHURPATHGENERALMAJOR,70104.0,1
KXCHENEYFUNERAL,69967.0,13
KXESPYNBA,69927.0,5
KXNJTRANSITSTRIKE,69922.0,4
KXH5HUMAN,69875.0,2
KXFTC,69860.0,4
KXCRYPTOREG,69845.0,1
KXGGAFILM,69766.0,28
KXSCOTUSN,69737.0,1
KXVSFANTASYBRA,69687.0,22
TOPALBUMBYEMINEM,69640.0,1
KXSEATTLEMAYORMOV,69468.0,16
KXUCL16RMAMCI,69449.0,2
KXEARNINGSMENTIONCRWV,69437.0,10
KXTOP202025,69308.0,33
KXNCAAFUNDEFEATED,69220.0,15
HMONTHRANGE,69187.0,36
KXGGGNOMFILMSUPACTR,69172.0,16
KXRTZOOTOPIA2,69090.0,9
KXGREENIND,69029.0,1
KXBOLIVIARUNOFF,68824.0,3
KXSECURITYCLEARANCEMUSK,68801.0,1
KXTEAMSINSB,68773.0,64
KXACKMANMENTION,68680.0,12
KXEARNINGSMENTIONORCL,68672.0,15
SPACEXORBIT,68617.0,1
KXROMANIABAN,68606.0,1
KXCONGRESSTARIFF,68596.0,1
KXBESTPLAY,68579.0,12
KXTOPALBUMBYBILLIE,68487.0,1
UAWLENGTH,67996.0,4
KXEARNINGSMENTIONJPM,67944.0,14
CPIAPPAREL,67745.0,95
GSTORM,67538.0,11
SENATEOHS,67257.0,2
KXGRAMBRS,67122.0,12
KXTRUMPCALI,67073.0,1
KXDJTUNFOLLOWMUSK,66962.0,1
KXCDUPERCENT,66495.0,6
KXBIGEASTREG,66384.0,11
BILLBOARDPEAKCHIHIRO,66364.0,4
KXMVEMENTIONSSINGLE,66288.0,9228
KXEPLBTTS,66239.0,50
HOUSENE2,66136.0,4
KXXIVISITUSA,66085.0,1
FEMA,66024.0,6
KXINXMINY,65653.0,8
KXIEMCHEN,65593.0,16
DHSLEAVE,65540.0,1
KXBAFTADIR,65324.0,11
KXNYCBOROUGHWINQUEE,65282.0,2
KXTRANSMILITARY,65182.0,1
KXASYLUMCASES,65092.0,21
KXRHGOLD,65061.0,24
INXB,65036.0,9
KXTBPNMENTION,64773.0,34
KXVACCINEWRFK,64508.0,1
KXGGGNOMFILMSUPACTO,64406.0,15
KXOSCARSVIEWER,64338.0,2
KXGAMEAWARDSBIG,64331.0,12
KXCOOPERMENTION,64311.0,60
KXGOVFLNOMR,64288.0,7
GOVPARTYWA,64047.0,4
KXMETADAP,64018.0,13
DINENYC,63939.0,1
KXCLAUDE4,63932.0,1
KXVOTEANTONI,63645.0,11
KXSHAKEDURATIONDJTPUTIN,63633.0,6
KXPRESLEAVEFR,63608.0,1
GOVPARTYIA,63528.0,2
KXTHEAMAZINGRACE,63485.0,12
KXZUCKMENTION,63415.0,26
KXNYGCOACH,63281.0,21
KXFLIGHTLAX,63246.0,20
KXCALLIMPEACHRCONGRESS,63189.0,1
KXNEXTDUTCHPM,63134.0,8
KXDCEIL,62896.0,3
KXDEPSECCOUNT,62725.0,16
KXCBDECISIONJAPAN,62698.0,7
KXTRUMPPUTINTALK,62634.0,1
KXCABCHANGE,62303.0,26
KXQATARJET,62249.0,2
KXLTCMAXY,62144.0,4
APPLEAI,61889.0,4
KXEARTHQUAKECALIFORNIA,61866.0,3
KXEARNINGSMENTIONADOBE,61855.0,10
KXSTEFANIKCOUNT,61766.0,10
KXDOGEMAXW,61294.0,7
KXNYCMAYORTHIRDPLACE,61259.0,6
KXECPOPVOTE,61236.0,1
KXUSDEBT,61205.0,3
KXDEPORTMUSK,61047.0,1
KXWEIGHTDRUGSQ,60995.0,5
KXATPAMT,60948.0,42
KXPAHLAVIVISITA,60875.0,1
KXCRITICSLSERIESACTR,60864.0,13
LBJR,60858.0,31
KXRECNCHVOTE,60851.0,15
KXGRAMBPVA,60811.0,12
AMBCN,60766.0,1
RTBLITZ,60704.0,9
ROBOTAXI,60620.0,1
KXVLADTENEVMENTION,60442.0,18
KXSUPERBOWLAD,60403.0,11
KXDUFFYCOUNT,60380.0,10
DAYLIGHT,60291.0,1
KXMAYORBOSTON,59824.0,7
KXCANTERRITORY,59773.0,1
KXGAMERELEASE,59599.0,11
KXSAGAWARDSUPACTO,59474.0,12
KXTOPMONTHLY,59365.0,77
CASEWCN,59285.0,15
H5N1,59278.0,2
KXNYCMAYOR,59224.0,6
KXGRETAGAZA,59183.0,1
KXGGFILMSUPACTO,59139.0,28
KXBESTLLMCHINA,59072.0,1
KXAVAXMAXY,59060.0,3
KXBTCMENTIONULBRICHT,59050.0,12
KXDEEPSEEKR2RELEASE,58977.0,1
KXGENSLER,58931.0,1
KXPPFUNDING,58553.0,1
KXOPENAICEOCHANGE,58189.0,1
KXRELEASEIPHONE,58105.0,1
KXNHLFINALSEXACT,57990.0,8
KX1SONGARIANAGRANDE,57871.0,1
KXVINE,57870.0,1
KXLAFIRECHIEF,57774.0,1
BANKRUPTS,57757.0,64
SALTX,57700.0,2
KXWLKILL,57675.0,24
KXEARNINGSMENTIONHOOD,57602.0,12
KXEASTCOASTPORTSTRIKE,57385.0,1
KXBRPRES,57368.0,5
PRESPARTYUT,57295.0,2
KXCOOKCHARGE,57277.0,1
KXTOPALBUMBYKENDRICK,57256.0,1
KXPRIDE,57220.0,1
KXTOPSONGSPOTIFY,57155.0,12
KXCANGREENSEATS,57072.0,6
KXNEXTTEAMTYREEK,57051.0,32
KXSPOTIFYSONGSTEARS,56874.0,10
PORTLA,56770.0,11
KXUCLSPREAD,56701.0,144
NEWOUTBREAKPH5N1,56665.0,1
KXEMMYLSERIES,56621.0,11
KXPRCBTC,56619.0,1
KXMOSTSTREAMEDDONTTAPTHEGLASS,56472.0,10
KXPRESURUGUAY,56430.0,2
KXTARIFFLENGTHCAN,56327.0,3
KXTIMEHUMAN,56246.0,1
HOUSECA41,56198.0,4
KXEXITPOLLLMEN,56129.0,1
CASE7DNYC,56115.0,4
KXZERORATE,56044.0,1
KXTARIFFRATEINDIA,55961.0,7
KXFBIFIRED,55910.0,1
KXCRITICSSONG,55908.0,13
KXTIKTOKINJ,55899.0,1
KXKHWOMEN,55843.0,1
KXAWARDSCMAEOTY,55790.0,6
KXPS6,55717.0,1
KXFRIDMAN,55646.0,12
KXNCAAMBNAISMITH,55620.0,22
KXASL3,55549.0,1
KXNBADRAFTTOP10,55405.0,30
KXEMMYDSACTO,55243.0,12
SLOAN,55232.0,1
KXEARNINGSMENTIONF,55215.0,15
KXTITLE42,55176.0,1
KXTRUMPMOSCOW,55174.0,1
KXJOINADMINMUSK,55160.0,1
KXPARTYLEAVE,55036.0,1
KXECKH270,54960.0,1
KXDEPORTELSAL,54884.0,1
KXCRYPTOSTRUCTURE,54684.0,1
KXMOSTEFFICIENT,54472.0,10
KXMLBSERIESGAMETOTAL,54450.0,9
KXAAAGASMINCA,54450.0,3
KXALLVOTEHEGSETH,54380.0,1
KXBESSENTMTPMENTION,54353.0,47
KXEWCLEAGUEOFLEGENDS,54308.0,12
KXGAMEAWARDSBSM,54263.0,15
KXGGGNOMLSERIESACTO,54256.0,11
KXTRYFIREPOWELL,54244.0,1
KXUSPS,54206.0,1
KXNGASMAX,54177.0,4
KXBRKEM,54100.0,15
CASE7DNY,53947.0,4
KXBESTMUSICAL,53926.0,10
KXBAFTAACTO,53917.0,10
CREDEF,53916.0,39
KXCONGRATULATEOBAMAZOHRAN,53867.0,1
KXNBADRAFT5,53787.0,7
KXPRESCROATIA,53783.0,6
KXEARNINGSMENTIONAAL,53523.0,12
APPLEFOLD,53468.0,3
KXELONSUEAPPLE,53449.0,1
CO2,53435.0,14
KXTOPARTISTRUNNERUP,53319.0,9
KXEARNINGSMENTIONCELH,53310.0,12
KXOSCARCOUNTEMILIAPEREZ,53291.0,14
KXHURPATHFLA,53215.0,1
KXGRAMMYCOUNTSABRINA,53195.0,7
RECLAW,53186.0,2
KXTIKTOKLEAVE,53164.0,1
SENATEAK,52988.0,4
KXEMMYLIMITEDACTO,52919.0,11
KXCBDECISIONCANADA,52851.0,50
KXHURPATHHAWAII,52828.0,1
KXDEBTGROWTH,52766.0,3
KXESPYBESTATHLETEMEN,52686.0,5
KXALTMANEQUITY,52651.0,2
KXTYLENOLSUE,52518.0,1
KXBOARD,52389.0,9
WEBB,52300.0,2
KXPENNY,52245.0,1
KXFRANKLINMENTION,52177.0,10
KXEARNINGSMENTIONLUCID,52123.0,15
KXGGSONG,52119.0,12
KXOSCARMAH,52080.0,22
CREDITRATING,52072.0,2
KXELECTIONMOVVA11,52049.0,3
KXSECONDPLACENJGOVDNOM,51994.0,5
KXDWARKESH,51975.0,21
KXOILRIGS,51885.0,11
CPIFOOD,51792.0,74
KXMALAWIPRES,51738.0,2
KXTOP10BILLBOARDSPOTSSC,51737.0,10
KXBESTACTRMUS,51628.0,6
KXKNESSET,51618.0,1
KXGRAMMYWINNERS,51613.0,1791
KXKILLSWITCH,51556.0,2
KXEXITPOLLLATE,51410.0,1
HOUSENY19,51396.0,4
KXELECTIONPACALL,51363.0,1
KXSPOTIFY3BILLION,51216.0,26
KXCMAMENTION,51137.0,14
KXDUTCHGAIN,51061.0,7
KXSPOTIFYBILLIONS,50966.0,39
KXLLMCHESS,50951.0,1
KXGGGNOMDRAMATVACTR,50881.0,11
KXSILVERCALL,50858.0,1
KXGPTCOST,50709.0,1
KXISMPMI,50273.0,49
KXSPOTIFYARTISTW,49978.0,576
KXGGDRAMAFILM,49941.0,29
KX4MINMILEW,49887.0,1
KXFANATICSGAMESFIRSTPLACE,49877.0,51
KXTOPALBUMBYARIANA,49839.0,1
KXDIDDYPUBLIC,49718.0,1
KXFDAVAPE,49562.0,1
KXRECBASELINE,49530.0,1
JPMCEOCHANGE,49523.0,4
KXESPYWNBA,49493.0,5
KXMOVVALTAG,49489.0,2
KXESPYCOLLEGEMEN,49250.0,5
KXNBADRAFT6,49240.0,9
KXSPOTIFYALBUMRELEASEDATEKANYE,49117.0,4
KXEOCOUNTDAY1C,49050.0,11
KXCANRESIGNPARTY,48884.0,7
CASE7DCN,48736.0,7
HOUSEOR5,48683.0,4
KXEARNINGSMENTIONRKLB,48629.0,12
KX1SONGCHAPPELLROAN,48608.0,1
KXSWITCH2,48569.0,1
KXLEAVEMETA,48552.0,4
EMMYCSERIES,48514.0,8
KXWTADDF,48512.0,4
KXTOPALBUMRECORDSWAG,48482.0,10
KXUKELECTIONCALL,48467.0,1
KXRAINAUSM,48356.0,4
KXBORDER,48337.0,1
KXKHGAWI,48307.0,1
KXVIDEOMAXNEWHEIGHTS,48275.0,1
WTAX,48236.0,2
KXMASTERSCUT,48034.0,95
KXAOCENDORSE,48012.0,22
KXSPDPERCENT,48003.0,6
KXOSCARSCORE,47975.0,6
VAXXKID,47877.0,1
KXPALESTINE,47838.0,1
ASYLUMCASES,47680.0,54
KXDJTLATINO,47655.0,1
KXTN7SMOV,47621.0,7
KXCANADACONFIDENCE,47589.0,1
KXFEATURETAYLORSWIFT,47507.0,15
KXSTARSHIP,47506.0,16
KXCRITICALITY,47452.0,10
KXTOURTAYLORSWIFT,47399.0,1
KXRANKLISTFFQB,47165.0,25
KXBONDICOUNT,47147.0,10
HOME,47131.0,7
TOPALBUMBYBILLIE,47106.0,1
KXSPOTIFYWRAPPEDRELEASE,46985.0,10
KXAGENCIES,46959.0,7
KXECKH319,46887.0,1
COMMENCEMENT,46805.0,7
KXACMAEOTY,46787.0,8
KXEARNINGSMENTIONLYFT,46774.0,12
KXTOPALBUMROCKY,46621.0,1
KXHURPATHGULFCOAST,46593.0,1
GOLD,46488.0,95
KXSCHIFFCHARGE,46467.0,1
KXSNLHOST,46435.0,51
KXDJTPUTINCALL,46399.0,1
KXALBUMSALESDOJACAT,46380.0,16
KXEARNINGSMENTIONGS,46305.0,12
KXTCJAPERMANENT,46152.0,1
KXGGGNOMDRAMAFILMACTR,46118.0,16
KXTRUMPMEETDLEAD,46025.0,1
SENATEIA,45933.0,4
KXBAFTASUPACTR,45784.0,13
KXPORTUGALPRES,45671.0,8
COIN,45647.0,1
KXMINWAGE,45640.0,1
MLBCBA,45487.0,1
PRESPARTYTN,45486.0,2
POPVOTEDJTWY,45432.0,1
KXDEEPSEEKBAN,45416.0,1
CASEWFR,45294.0,7
MICHIGANCOACH,45275.0,8
REACTOR,45223.0,1
CREDEFMAX,45181.0,5
KXNYCBOROUGHWINBROOK,45130.0,2
KXVALORANTGAME,44981.0,16
KXEARNINGSMENTIONCRCL,44963.0,8
SENATENH,44921.0,4
KXSENATEKYR,44920.0,7
KXCRITICSCOM,44883.0,13
KXSENATEILD,44778.0,14
KXAAAGASMAXCA,44747.0,1
KXNEWDEAL,44728.0,5
KXINDEXADD,44721.0,12
KXECDJT306,44710.0,1
TOPALBUM,44642.0,7
KXCRITICSANIM,44607.0,11
SENATELA,44593.0,4
KXBLSCOMMISSIONER,44525.0,1
KXEARNINGSMENTIONNIO,44520.0,15
KXGGGNOMMCOMTVACTO,44466.0,10
KXEARNINGSMENTIONDELL,44445.0,12
HURNYC,44437.0,13
CMEATBAN,44323.0,5
KXLEAVITTSMFMENTION,44143.0,20
KXAAPLCEOCHANGE,44047.0,3
KXRETIREMM,44011.0,1
KXCPISHELTER,43952.0,30
USICA,43897.0,1
KXCONGESTION,43768.0,1
KXNBADRAFT4,43710.0,8
HOT100,43692.0,18
KXDIMONMENTION,43678.0,16
FRMMIN,43662.0,20
KXPARIS,43631.0,1
KXRAINHOUM,43614.0,4
KXNEXTTEAMLEBRON,43590.0,30
KXTOPARTISTTHIRD,43493.0,9
KXDOJPARDONS,43449.0,1
KXDJTJBPARDON,43259.0,1
KXCRYPTOCAPGAIN,43255.0,1
KXBESTACTORMUS,43103.0,7
KXVOUGHTCOUNT,43103.0,10
KXABRAHAMQ,43058.0,2
KXG7LEADEROUT,43018.0,21
HOUSEAZ1,43016.0,4
KXTRUMPPARDONMONTH,42981.0,1
KXOSTP,42875.0,2
ARCTICICEMAX,42827.0,9
KXNOBELLIT,42740.0,17
KXMETEOR,42634.0,1
CASE7DFL,42605.0,4
KXEARNINGSMENTIONSNAP,42418.0,12
KXPORTUGALPARTY,42401.0,8
KXBUNDESLIGA,42341.0,22
KXDCUSATTORNEY,42288.0,2
KXNY12D,42273.0,18
BILLBOARDPEAK,42228.0,4
KXLORDMILES,42131.0,1
DISCEOCHANGE,42067.0,1
KXXRPMAXM,42034.0,4
KXCRITICSSCORE,41958.0,12
FDACALIFF,41805.0,2
KXSNAPELECTIONFR,41729.0,3
KXLALIGATOTAL,41646.0,33
KXEMMYLIMITEDACTR,41613.0,13
KXMEXAMB,41577.0,2
KXECDJT316,41569.0,1
KXDOOMSDAY,41524.0,1
KXATCZERO,41522.0,1
FLIGHTLAX,41467.0,138
KXBLOCKTARIFF,41450.0,1
KXDOGESAVINGS,41445.0,3
HOUSEPA10,41334.0,4
KXAOH1996,41305.0,1
NGASMAX,41122.0,10
PRESPARTYMT,41072.0,2
KXEMMYCSACTO,40885.0,10
KXACAREPEAL,40877.0,2
HOMEUSY,40805.0,4
PRESPARTYOK,40758.0,2
KXSKRMETTI,40689.0,1
BIDENVNEBRASKA,40686.0,1
KXTOPALBUMRECORDMWITP,40673.0,10
KXEXITCONSERV,40524.0,1
KXGOVCAPRIMARY,40464.0,14
GOVPARTYAZ,40457.0,2
BILLBOARDPEAKPMAD,40448.0,8
CFPB,40434.0,1
KXRETIREPELOSI,40413.0,1
KXHIRINGFREEZELIFT,40345.0,1
KXAVGMEASLESDJT,40216.0,7
KXNBADRAFTTOP20,39922.0,50
GOVPARTYOH,39904.0,2
KXMUSKBLUESKY,39822.0,2
GOVPARTYOK,39732.0,2
LCPIMIN,39653.0,1
ECB,39634.0,31
KXLTGOVVANOMR,39626.0,4
KXHALOPS,39607.0,1
KXISRAELRESIGN,39556.0,6
RTAGATHAALLALONG,39553.0,6
BIGBANKLAYOFF,39488.0,8
KXOSCARCOUNTWICKED,39467.0,11
KXAAAGASMAXTX,39418.0,2
KXNYCRENTSY,39416.0,8
KXEXITPOLLMEN,39376.0,1
CASEWDE,39370.0,7
KXSOFIMEMBERS,39349.0,12
KXGAMEAWARDSBGD,39295.0,12
POPVOTEDJTAL,39271.0,1
KXSURGEON,39241.0,2
KXBAFTASUPACTO,39173.0,11
KXKHUNMWOMEN,39171.0,1
HOUSEIA3,39170.0,4
KXEARNINGSMENTIONRDDT,39152.0,10
KXRECCOST,38903.0,9
METACRITICSTALKER2,38850.0,4
KXSPOTIFYALBUMW,38839.0,583
KXSWITCH2RELEASE,38828.0,6
KXTOPALBUMTYLERTHECREATOR,38803.0,1
KXARGCENTRALBANK,38688.0,1
TOPALBUMYEAR,38683.0,1
KXRESCISSION,38660.0,1
BORDER,38633.0,1
KXINXHIGH,38628.0,5
KXMEDIARELEASEUPONLY,38619.0,6
KXCPIAPPAREL,38615.0,38
KXCOACHOUTNBA,38572.0,29
MURTHYMISSOURI,38452.0,1
CASE7DCA,38412.0,4
KXAPCALLNJGOV,38382.0,10
KXRELEASECPI,38300.0,1
KXHURPATHSCAROLINA,38268.0,1
KXAIORDER,38220.0,1
KXFAITHLESS,38170.0,11
POPVOTEDJTMS,38125.0,1
KXWHCOS,38118.0,1
KXSQUIDGAMES3,37963.0,6
KXGOVAZNOMR,37938.0,10
KXGRAMBPDGP,37852.0,12
KXAIRDROPMONAD,37828.0,5
KXALBUMSALESSCARPENTER,37762.0,19
KXACASUBSIDYBILL,37755.0,1
KXSTATE51,37675.0,4
GOVPARTYIN,37577.0,4
KXOSCARNOMBCASTING,37538.0,12
MEAD,37454.0,3
KXSTARTNOSAINTS,37448.0,3
KXNFLDRAFT1,37382.0,46
KXSPOTIFYSONGSEDSHEERANOLDPHONE,37329.0,18
KX538APPROVEMIN,37250.0,3
KXLALEADEROUT,37203.0,10
KXFLIGHTSRUSSIA,37136.0,1
KXKOREABAN,37121.0,1
KXGGGNOMMCOMTV,37070.0,10
KXDEMOCRACYUS,37016.0,7
EXOPLAN,36996.0,4
KXTSGRAMMYALBUM,36990.0,1
KXETHFLIP,36984.0,1
PRESPARTYWV,36951.0,2
EURUSDMAX,36922.0,6
MONKEYPOX,36890.0,1
USDARSMAX,36886.0,7
KXNHLHART,36843.0,30
KXGRAMBRBS,36770.0,12
GASMAX,36763.0,4
KXEMMYLSACTO,36698.0,17
KXTENNCOACH,36692.0,11
KXCONGRESSTARIFFVOTE,36642.0,40
KXSENATENHR,36593.0,4
EARTHQUAKE,36584.0,2
CASEWIT,36571.0,7
KXTRADEOFFNFL,36560.0,8
KXMETACRITICROSIE,36465.0,3
KXBTC2026250,36357.0,1
KXDEPCIA,36282.0,2
BOEING737MAX9,36240.0,1
